Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path
Monte Carlo Beeline 3,Parallel MCTS Beeline,Two,Normal,88,758134,73,19B 14C G 9D 13C G 11C 6D G 5B 19A G 10A 7C G 10D 2A G 12D 20A G 17B 7B G 20B 20D G 2C 16C G 15A 1B G 16A 9C G 13A 14B G 11D 4C G 5D 18D G 2C 2A G 3A 14A G 4A 19C G 3B 4C G 20C 19D G 18D 8D G 2C 9B G 19D 7A G 1A 4B G 15D 6C G 5A 6B G 13B 2D G 5D 5B G 8D 1C G 5B,7A 7C 2D 1C 1A 1B 5B 5A 5D 4C 9D 14B 14A
Parallel MCTS,Barricade,One,Normal,157,758328,44,12A 5A G 12B 2A G 16D 2B G 2C 8D G 5B 2D G 2B 4A G 14B 2C G 2D 3A G 17C 3D G 4D 17D G 20B 8A G 3D 20D G 16C 8A G 12D 19D G 18A 12D G 8A 12A+ G 6B 12D G 12D 9B G 5A 5C G 16B 13C G 10A 13A G 18D 4B G 2A 11B G 19C 1A G 6A 11D G 15C 6D G 17A 18C G 16A 16C+ G 1B 16A G 11D 3C G 10C 8D G 11D 19B G 10A+ 15C G 8D 14D G 15C 8C G 1C 11D G 7B 16A G 1C 12D G 1D 6C G 6C 10A+ G 4C 2D G 2B 9D G 12A+ 9C G 2D 15C+ G 5D 8B G 15B 6C G 3B 13A G 2C 1C G 17B 8B+ G 12C 4D G 20A 15B G 3C 1C+ G 5B,3B 4B 5B 1B 1A 1D 6C 6A 6B 15C 20D 20A 20B
Deep Beeline,Parallel MCTS,Two,Normal,136,753341,7,2D 1A G 5D 2A G 18A 10A G 13A 20A G 1B 12D G 6B 17C G 4B 7B G 11A 11C G 9A 4A G 5A 1A G 7D 16C G 14D 10C G 18C 8A G 16C+ 10B G 14C 16A G 13D 15B G 16D 16B G 19D 6A G 2C 18B G 12A 12B G 8B 13B G 6A 6C G 11D 14D+ G 19A 13C G 13D 8C G 9B 11D G 13D 14A G 4A 11D G 14B 12D+ G 16C+ 20B G 17A 18D G 8C+ 9B G 12A 16D G 15C 20B G 10B 19C G 16C+ 14B G 7A 3C G 19B 12B G 14B 4C G 20B 12B G 7B 14C G 16C+ 9D G 9B 6D G 11B 9B G 14B 11D G 7C,7C 11B 11A 11D 16C 16A 16B 20B 19B 19A 19C 14D
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,82,791836,30,8C 10B G 18D 17C G 7B 2D G 3C 16D G 11C 3A G 19A 13B G 6C 6A G 2B 18B G 1C 20A G 9C 10D G 19D 13D G 5D 15C G 2C 9A G 6D 20D G 4A 10C G 19B 15B G 20B 8D G 20A 6C G 12C 12A G 11D 11A G 15A 13B G 16C 20D G 18B 13A G 3B 12C G 1A 18C G 18A 12A G 2A 6B G 18B,2B 3B 3A 3C 8D 13B 13A 13D 18C 18A 18B 19B
Monte Carlo Beeline 4,Parallel MCTS,One,Normal,97,797314,44,12A 18A G 1A 10D G 8A 9C G 11B 13D G 13C 5D G 9C+ 1B G 6B 4A G 18D 15A G 2B 6D G 7C 5B G 17A 14B G 20B 18B G 19B 10C G 18A+ 7B G 17C 4A+ G 1D 18B G 18D 2A G 7D 19C G 13B 10B G 1A 5C G 20D 19D G 4B 17A+ G 16D 16B G 3B 20A G 15B 12C G 11A 16C G 17D 20C G 2A 1B G 11D 20B G 14A 16A G 15C 16B+ G 1A 16A G 17D,5C 10D 15B 15A 15C 20D 16C 16A 16D 17C 17A 17D
Parallel MCTS,Deep Beeline,One,Normal,133,799870,18,5C 4A G 2C 14C G 18A 4B G 18D 18C G 7B 10B G 5B 3D G 1A 3B G 17D 20A G 12D 2D G 19C 8D G 18C+ 12A G 2B 17D G 9C 4C G 6D 12B G 17D+ 19B G 13C 13B G 8A 8C G 9A 5C+ G 11A 9D G 12A 6C G 3D 14A G 11C 2A G 6A 12C G 12A 9A G 10D 8B G 11D 11B G 12B+ 8C G 11C 17C G 8B 8C G 12A 6B G 9B 19A G 11C 7C G 11C 12A G 6D 20B G 8B+ 11D G 11D 1D G 15B 12A G 6D 4D G 7A 7D G 11D 18B G 1C 17A G 6D 7D G 14A 11D G 8C 6D G 8C,8B 8A 8C 12B 7D 7A 7B 11C 11A 11B 6D 1C 1A 1D 6C 15B
Parallel MCTS Beeline,Monte Carlo Beeline 3,One,Normal,97,788168,8,3A 16C G 13D 20C G 9A 4D G 5C 19D G 14B 4A G 20A 17A G 15D 8A G 12C 6C G 2A 12A G 8D 8B G 16D 19A G 10C 15C G 19A 15A G 1C 8B G 10A 5A G 3C 1B G 3C 19B G 15A 11A G 3C 18C G 1D 13B G 7B 7D G 4D 9C G 8D 6A G 19C 9D G 13B 4B G 15A 3C G 6B 20A G 14A 7C G 19C 9B G 12B 13C G 15A 16C+ G 10C 18D G 13A,6B 15C 15A 15D 20C 19D 19A 19C 18D 13C 13A 13B
Parallel MCTS Beeline,Monte Carlo Beeline 4,One,Normal,91,698167,5,2B 7D G 13D 7B G 1D 7C G 18C 20B G 1C 13C G 5D 4D G 6C 20C G 9B 9D G 1A 6A G 15C 10B G 17B 16B G 11A 17C G 12C 18B G 7A 14C G 8A 19C G 8C 11D G 14D 15C+ G 6B 6A G 3A 13A G 20A 11A G 6B 15C+ G 18A 5B G 8D 2C G 19D 6B G 16A 11D G 20D 16C G 11D 16B G 4B 1B G 16C 14C G 16B 4C G 16B,5B 1B 1A 1D 6C 6A 6B 11D 16C 16A 16B 17B
Monte Carlo Tree Search,Monte Carlo Beeline 3,Two,Normal,100,665376,63,16D 10C G 13C 8B G 4A 20D G 10A 15B G 11C 6D G 14D 6B G 2B 12A G 18C 20C G 7D 19B G 7B 15D G 15A 7C G 10D 3C G 6A 14A G 1C 6B+ G 18A 20B G 11A 15A+ G 1D 5B G 5D 20C+ G 4B 5A G 1B 11A G 16D+ 13A G 15C 18B G 19D 7A G 18D 11A+ G 2B 7A G 1B 17D G 2C 17C G 17C 12B G 19A 1A G 16A 2B G 11D 17A G 14B 20A G 12C 19C G 1B,1C 1A 1B 5B 5A 5D 10C 14B 14A 14D 19C 18D
Parallel MCTS,Monte Carlo Barricade,One,Normal,91,672594,23,6D 18A G 15A 5D G 10A 5A G 20C 15C G 10D 14A G 14B 9B G 10D+ 6C G 7B 14C G 10C 3C G 19A 20A G 18B 5B G 3A 12B G 14C 8B G 9D 4C G 7C 4B G 9C 15D G 5C 13C G 9A 11A G 6A 2A G 7D 12D G 13A 5A G 11C 9B G 12D+ 16A G 15B 7A G 12A 1C G 11C 11B G 6C 15B G 15B 12B G 7D 1D G 15B 6B G 1D,10A 10D 5C 1D 6C 6A 6D 11B 7C 7A 7D 12B 12A
Monte Carlo Barricade,Parallel MCTS Beeline,Two,Normal,100,844776,23,6D 18A G 15C 10C G 4B 15B G 4C 4A G 20B 17C G 13C 9D G 15A 5A G 1B 7B G 11D 3D G 19B 19D G 2B 2A G 12A 12B G 8A 9B G 11B 16D G 10A 4C G 12C 12B G 11B 8B G 10B 14C G 16C 8D G 8A 2B G 19A 2C G 1A 1C G 2B 14D G 2B 8C G 15D 18B G 16B 13D G 8C 3C G 8C 18C G 18C 17B G 1D 6C G 6C 1A G 18C 13D G 10D 16B G 13D,1A 1B 2B 2A 2C 3D 8C 8A 8B 13D 18C 18A
Random,Monte Carlo Barricade,Two,Normal,244,872389,5,2B 17A G 7D 8B G 18B 18A G 2D 5D G 19B 14D G 19D 15A G 15D 20C G 10A 5D+ G 14C 13B G 8C 1C G 14B 9B G 8D 14C G 12C 16C G 11A 5D+ G 1C 6C G 20A 17C G 6B 1C G 12A 14B+ G 1D 7A G 9C 9A G 5A 20B G 8A 13A G 13C 4B G 1A 15A+ G 1B 7B G 15C 12B G 16B 1B G 5B 20B G 2B+ 7B+ G 10D 8A G 4C 18A G 14A 8B+ G 2C 6C G 10B 3B G 1D 20A G 16D 2A G 19B+ 15B G 20D 11D G 5A+ 8A G 20C 5A+ G 11C 20D+ G 7B+ 15B G 3B 3D G 2A 18D G 10C 12B G 18B 9D G 6A 17B G 8C+ 16B+ G 15C 12D G 19A 3B+ G 11C 1C+ G 14D+ 18D G 11B 18B G 18C 15A G 13C 4D G 11C 2B G 2C 17A+ G 9C+ 10C G 8B+ 1C+ G 7C 9A G 6B+ 9B+ G 6C+ 1D G 15B 4A G 13D 16A G 6A 3C G 4D+ 6D G 17D 11C+ G 4A 8A G 17B 11A+ G 10D+ 20A G 5C 8A G 13A 14B+ G 4B 11A+ G 2D+ 14B+ G 14A 14C G 20A 19B G 10C+ 3A G 10D+ 5B G 16A 18C+ G 10A 14B+ G 17B 17D G 11D,3C 8D 8A 8C 12B 7D 7A 7B 11C 11A 11D 16C 20D
Deep Beeline,Monte Carlo Barricade,Two,Normal,238,908917,79,20D 8A G 9A 14D G 19A 9D G 7C 15A G 6C 7B G 17A 9C G 13C 16B G 18B 11B G 7D 8D G 1D 13B G 8B 19D G 12A 6B G 14B 1A G 5C 11C G 12B 7C G 13A 15B G 14B 19D G 14C 9B G 12B 13A G 14B 13B G 20B 4A G 13A 12B G 19B 1B G 20B 16A G 15C 3A G 5C+ 12D G 19A 16C G 4B 5D G 14A 10A G 11D 18D G 16C 10A+ G 9B 4C G 12B 2A G 5B 4C G 20A 11D G 5A 6A G 9C 7C+ G 20A 13C G 8C 10D G 1A+ 3B G 9A 1B+ G 11D 8B G 13B 17C G 4C 19A G 2D 18A G 3C 11C G 15D 2B G 3A+ 3B G 10C 20A G 20A 10C G 10B 12D G 18C 11D G 13D 8B G 14A 19B G 9A 18C+ G 12D+ 13A G 2D 14A G 12D+ 14D G 9B 17A+ G 11B 5D G 3D 19B G 1D 10C G 19A 13D G 12D+ 4D G 3D 1C G 14C 6C G 20C 6D G 19B+ 4D G 13B 16A G 20C 7A G 7A 19A G 8D 2C G 12B 15B G 19B+ 4D G 9A 5C+ G 5A+ 16A G 2D 11A G 16B+ 17B G 13D 3B G 7A,5A 5B 1B 1A 1C 6D 11B 7C 7A 7B 12D 17C 17A
Monte Carlo Tree Search,Parallel MCTS,Two,Normal,118,935516,33,9B 10D G 12D 5C G 16C 18C G 15B 19A G 6B 14C G 10B 11B G 3B 1C G 17B 6C G 20C 7C G 6D 16D G 9B+ 1D G 20B 5A G 11C 20D G 9A 7A G 5C 9D G 13B 12A G 11A 5C G 8B 6B+ G 11D 17D G 20D 7B G 2B 10D+ G 7C 9C G 1B 14D G 5C 9C G 12B 6A G 7D 4D G 3A 12C G 4C 15C G 4A 19C G 7A 11B G 5B 1C+ G 4C+ 19C G 2B+ 7D G 4A 9A G 20C+ 13A G 1A 19B G 4A 7C G 2D 18D G 19D 12B G 10A,7D 7A 7C 2D 1C 1A 1D 5C 10D 10A 10B 14C
Monte Carlo Barricade,Parallel MCTS,Two,Normal,118,937063,65,17B 10C G 14D 11C G 17C 5B G 13D 6D G 5C 16D G 15B 2D G 5A 15D G 15C 12B G 8D 2C G 9B 9A G 10B 19D G 12C 20C G 19A 3A G 9A 4C G 1A 2B G 20B 8C G 4D 9C G 2C+ 6B G 20C 14D+ G 3C 9B G 3B 19C G 13B 9B G 14B 15A G 16A 14C G 10A 18B G 19A 3C G 4A 12D G 6C 18C G 4D 15D G 3B 9B G 18D 13C G 17C 9B G 9B 7B G 13B 18C G 4D 8B G 19B 3C G 16C 9B G 3C 4D G 4D 9A+ G 8D,2B 3B 3A 3C 8D 13B 9C 9A 9B 14D 19C 19A 19B
Monte Carlo Barricade,Deep Beeline,One,Normal,235,922711,43,11D 6D G 7D 19A G 14A 13C G 11B 17B G 11A 7C G 14D 13D G 13A 8B G 18C 10B G 15B 2B G 8C 15A G 11A 9D G 8B 15C G 9B 7A G 12A 12C G 18D 9A G 17C 11C G 10A 15D G 12A 5B G 5A 2A G 16B 18B G 7B 14B G 10D 2D G 19B 5C G 17B 12C G 5D 1B G 19D 20C G 4A 12B G 4D 16D G 17D 17A G 4C 16C G 13A+ 5B G 17C 1B G 3D 8A G 2D 20A G 14D 3C G 16B 12D G 4B 1A G 17C 17D G 1C 6A G 1B 20B G 16A 14B G 11B 7B G 6C 5B G 18A 17B G 13B 17A G 11B 9A G 3A 19D G 10D 5C G 19D 5B G 20D 12D G 14C 11A G 4C 17A G 1C 17C G 4B 8B G 16C+ 12C G 15D 10C G 3A 4C G 8D 11A G 3D 12C G 9D 12D G 12D+ 18C G 8B 3B G 20C+ 13C G 15D 20C+ G 2C 17C G 13D 6C G 18C 4C G 9C 4C G 11D+ 15D G 5A 11C+ G 18C+ 11B G 3D 19A+ G 3D 12C G 14A 20A+ G 3A+ 1C G 19C 5D+ G 7B 12D G 18A 5D+ G 10D,5C 10D 10A 10B 14C 19D 19A 19B 18B 17B 17A 17D
Barricade,Monte Carlo Beeline 4,Two,Normal,280,984334,39,10D 20C G 18C 18A G 13D 6C G 12C 17D G 20A 17A G 16D 6A G 6A 18C G 3D 3A G 8C 14B G 15B 2C G 14A 13D G 1D 1A G 5C 15B G 19C 18A G 18A 3B G 18C+ 17D G 6C 8A G 18A 8B G 20C 20D G 6B 3A G 11D 10B G 20A 15C G 3A 9A G 13A 11D G 15C 4A G 16A 4D G 15C 13A+ G 18A+ 18B G 4D 20A G 7C 18B G 18B 17A+ G 3D 17D G 17D 18A+ G 18C+ 16C G 16C 1A G 13D+ 13B G 9C 3C G 13D+ 1B G 9D 13B G 1A+ 1B G 8D 18B G 13A+ 1D G 12D 20B G 5D 8D G 8D 20B+ G 20B+ 19B G 8D 20D+ G 18B+ 19B G 8D 20D+ G 6A 8D G 19B 16A+ G 10C 11A G 15D 18B+ G 13A+ 8D G 8D 15C G 13B+ 19B G 19B 6C G 19A 17B G 19B 16C G 5C 9B G 11A+ 16C+ G 18A+ 20A G 17D 16B G 17B 17C G 15B 18B+ G 13A+ 4C G 6D 18C+ G 18C+ 3A G 1B 17B+ G 13B+ 5B G 10D 13B+ G 16C+ 15A G 4A 18C+ G 16C+ 10A G 8D 13A+ G 15C 3B G 20A 18C+ G 13D+ 9C G 10D 16C+ G 16A+ 6B G 1C 20D+ G 17B+ 8C G 9B 20D+ G 18A+ 15B G 4C 13B+ G 17B+ 1C+ G 8D 4C G 11D 9C G 6B 18C+ G 9A 19D G 12D+ 13D+ G 18B+ 7B G 20A 16A+ G 8D,3C 8D 13B 13A 13D 18C 18A 18B 17B 16B 16A 16C 20D
Deep Beeline,Parallel MCTS Beeline,Two,Normal,64,213907,5,2B 18C G 6C 12C G 17A 6B G 18B 6A G 2C 7A G 4B 19C G 16B 19B G 1D 20D G 20A 2A G 19A 19D G 13B 17D G 9D 13D G 15C 15A G 17A 19D G 11A 14A G 12A 18A G 11D 19D G 15D 15B G 18A 15B G 18A 16C G 2D 3B G 20C,1D 6C 15B 15A 15D 20C 19D 19A 19B 18B 18A 18C
Monte Carlo Barricade,Monte Carlo Beeline 4,Two,Normal,124,835558,8,3A 20C G 12A 10D G 10C 15A G 13D 10B G 5D 19B G 17B 6C G 8A 5B G 18A 1A G 2A 13C G 12B 7A G 8C 9A G 4A 19C G 18D 9D G 14D 20D G 17C 9B G 9D+ 18D G 18D 13C+ G 11C 7B G 4C 16D G 11C+ 18D G 7B 9A+ G 1D 17C G 18B 13A G 11C 7B G 17D 5C G 8B 12D G 16B 5B+ G 5C 18D G 7B 11C G 12A 12D G 17C 16D+ G 5C 17A G 12D 16A G 14B 16B G 17A 18B G 7C 18D G 18D 11A G 18B+ 18C G 16B 14C G 16B 18D G 18D 19A G 18C,9A 9B 13C 13A 13D 18C 18A 18B 17B 16B 16A 16D 11C 11A
Monte Carlo Tree Search,Random,One,Normal,289,1017009,24,7A 6B G 1A 1D G 19A 5D G 17B 12D G 7B 19D G 20C 12C G 15B 11C G 6B+ 17A G 10A 6D G 3A 9B G 20D 15C G 5D+ 16C G 18A 16A G 2C 1A G 12C+ 12B G 16A 15D G 20A 19C G 11B 4D G 2A 13A G 5B 19C G 11C 11A G 16D 4A G 11D 14B G 12B+ 6C G 16B 14B+ G 5C 2B G 2B+ 6B+ G 10C 19B G 4C 15A G 19D 14A G 1D 4C G 2A 15D G 3C 6A G 19D 20B G 1A+ 9C G 15C+ 18B G 8C 11B+ G 11B+ 13C G 1B 3A+ G 12B+ 1B G 7D 1C G 17A 18B+ G 9B+ 1D G 15C+ 2D G 18B+ 8C G 18C 18B+ G 17C 18D G 6A 19B+ G 4B 8C+ G 13C 15A G 20A 8B G 18D 1A+ G 5A 9C G 10D 2D+ G 7C 20C G 9D 3B G 4C 13A+ G 3B 12D+ G 16C 4C G 13A+ 5B G 20B+ 20A G 13C 7B+ G 17B 3D G 11A 12A G 17D 13D G 9D+ 16C+ G 17C 8D G 1C 10A+ G 5A 2C+ G 13D+ 10A+ G 16B+ 8B G 6A+ 11C+ G 16D 18D G 13B 4A+ G 7C 15C+ G 11D 1A+ G 14C 8C+ G 13C+ 12A G 12A+ 8D+ G 5D+ 10C G 17B+ 17A G 3B 4D+ G 10B 10D G 9B 18B+ G 2B+ 3B G 7D 18A G 4C 15A G 15C+ 12C+ G 16D+ 13C+ G 20D 1D G 2A 15A+ G 20C+ 17B+ G 2B+ 11D G 1C 3B G 8B 5D+ G 3D+ 17A G 2A,1A 1B 2B 2A 2D 7C 7A 7B 12D 17C 17A 17B 18B 18A
Monte Carlo Barricade,Monte Carlo Tree Search,Two,Normal,130,870677,67,17D 8A G 14C 10B G 15A 14A G 4C 16D G 16C 13D G 6D 15C G 1D 18B G 17C 9B G 7B 17B G 9A 4B G 14D 2C G 12A 19D G 16D 2A G 8D 19C G 19A 10A G 4C+ 1C G 1B 10A+ G 4C+ 1C G 7D 9C G 14B 13A G 7A 13B G 10B 9D G 4D 1A G 3A 9D G 11D 10C G 4C+ 12B G 12C 1A G 9D 12B G 9A 12C G 2D 8B G 9A 2D+ G 13C 12B G 12A 6C G 20B 10D G 20C 8B G 9A 12A G 10D 16B G 1A 12D G 12A 12C+ G 4C+ 10D G 12A 2C+ G 17A 10D G 12A 15D G 8C,8C 8A 8D 13B 9C 9A 9D 14B 10C 10A 10B 15D
Barricade,Monte Carlo Tree Search,Two,Normal,298,1046616,68,18A 15C G 20A 15A G 6B 9C G 14D 9A G 4D 15C+ G 5A 5B G 5C 12A G 6C 5D G 6A 10A G 3A 3B G 3C 8D G 19D 3D G 6A 19C G 18C 9A G 9A 3A G 3C 13B G 8A 3B G 5B 4B G 8A 2A G 9D 2B G 13B 17A G 4D 9C G 2B 5C G 7D 8A G 9C 4C G 8B 2B G 2B 16C G 2A+ 2B G 9C 13C G 8D+ 2B G 2B 8C G 10A+ 9C G 9C 16B G 20D 20C G 12D 12B G 8C+ 9B G 1C 4D+ G 6D 17B G 17C 19D+ G 1A 11C G 10D 7C G 4D+ 19B G 10D 11A G 10A+ 1B G 17B 1A G 2B 16D G 16D+ 19C+ G 17C 20B G 9C 20D+ G 12D 9C G 3D 12A+ G 2C 16D G 1B 14D+ G 10C 1B G 1B 10C+ G 19A 9C G 1B 2C+ G 5D 4B G 4B 14D+ G 6B 1B G 4B 11D G 3C+ 4B G 4B 11A G 11D+ 14C G 17D 3B+ G 6C+ 7B G 11C 18B G 11C 12C G 1D 2C+ G 14A 16D G 18D 19C+ G 9B 4A G 2D 8C+ G 20D+ 20B G 11B 18C G 14D+ 14C G 18C 2D G 11C+ 10D G 17D+ 16A G 7D+ 17B G 12C 14A+ G 20B 1B G 5A 1B G 17A 1D G 4B 5B+ G 15A 17D+ G 1C 18B G 13C+ 20C G 18A+ 20B+ G 12D+ 4A G 13D 9B+ G 10B 16B G 1A 8C+ G 12C 18D G 18C+ 3D G 10B+ 13A G 9C 18B G 2B+ 4A G 1D 9A G 9C,2D 2A 2B 3B 3A 3C 4D 9C 9A 9B 14D 19C
Monte Carlo Tree Search,Monte Carlo Barricade,One,Normal,157,1064066,33,9B 6D G 7C 2C G 10B 3B G 1B 12D G 15A 15B G 10D 5A G 9C 17A G 20D 20B G 17C 16D G 8C 15A G 11D 6C G 18A 5B G 19B 17B G 16A 15A+ G 15D 6B G 8D 11A G 19D 8B G 10C 9B+ G 3A 11D G 19A 13D G 9C+ 9A G 20A 19A G 4C 14A G 11D 3A G 13C 14D G 3C 12C G 9D 4A G 14D 12A G 14C 17D G 4D 10A G 2A 7D G 3B 2B G 5C 10D G 7D 1A G 13B 10C G 1B 1D G 1D+ 10A G 15B 14C G 9C 6C G 10B 9A G 20C 15B G 15B 13A G 10D 10A G 12C 12A+ G 2C+ 1B G 15B 14B G 2B+ 1B G 15B 2B+ G 6A 10A G 19C 6B G 10B 10A G 15B 1B G 15B,2A 2B 1B 1A 1D 5C 10D 15B 15A 15D 20C 19D 19A
Parallel MCTS,Monte Carlo Tree Search,One,Normal,127,904298,2,1C 16A G 16C 10C G 7B 15A G 3B 4D G 13A 2A G 18C 19A G 11D 6A G 19B 20C G 6D 2D G 18A 8A G 20B 3B+ G 13B 2B G 20D 15A+ G 13B 17B G 4B 2A+ G 4C 5A G 6B 8D G 12C 3C G 19A+ 3B G 15B 11A G 2B 14B G 5C 13C G 3A 5B G 14B 6B G 3C+ 14B+ G 3B 7D G 9A 9D G 8C 9A+ G 16B 15C G 15D 14A G 12D 17C G 18C+ 9B G 8D 7C G 2C 12A G 8A+ 6C G 15D 7D+ G 19B 12B G 2D 19D G 5D 7D G 12B+ 14C G 14B 4C+ G 6D 5D G 17A,5A 5D 10C 14B 14A 14C 19D 19A 19B 20B 16B 17B 17A
Deep Beeline,Monte Carlo Tree Search,Two,Normal,268,1076468,63,16D 15D G 17B 4B G 6D 2C G 3A 1A G 10B 13B G 16A 14A G 20C 5C G 7A 7D G 5A 4D G 7B 1B G 20C 16C G 18B 19B G 20D 10B G 10B+ 5B G 17A 11B G 7C 12C G 18D 16A G 11C 19C G 19D 15B G 9D 20A G 3D 4D+ G 20D 18C G 7D 8A G 17A 7D G 20D 3C G 3C+ 17C G 16D 2A G 20D 10C G 12D 15A G 13B+ 19B G 7D 6B G 16A+ 11A G 19A 16C G 7C+ 3D G 16B 4A G 11D 16D G 7D 17A+ G 14C 2D G 17D 14B G 4C 7D G 3D 10D G 1C 15C G 11A 14B G 3A+ 17D G 5A 2D G 8D 11B G 17D 1C G 4C+ 11A G 15C 9A G 17D 15C G 11B 20D G 17B+ 11A G 11A 20D G 17D 16B G 16B 1D G 14B 3D G 11A 8C G 10A 11A G 11A 6C G 8C+ 16D G 5A 7B+ G 18B+ 11A G 7D 17B+ G 6D 4A G 11A 6D+ G 6C+ 11A G 5A 4D+ G 3A+ 11A G 16D 17B+ G 6A 5A G 17D 2B G 11A 7D G 7D 12A G 16B 10A G 12B 8A+ G 12D 5A G 11B 9C G 1D 7D G 12B 10B+ G 11B 3D G 14B 17D G 4A 3D G 14D 16D G 8C+ 14B G 3D 3A+ G 3A+ 3D G 3D 20D G 17D 3D G 3D 8D+ G 3D,3C 3A 3D 2C 2A 2D 7C 11B 11A 11D 16C 20D
Random,Parallel MCTS,Two,Normal,58,188879,45,12B 18B G 16D 17A G 19A 4D G 14D 19A+ G 13D 9C G 19B 15B G 17C 11C G 3A 6C G 7A 1B G 6D 6C+ G 6C+ 16A G 9B 15A G 10D 2D G 9A 12C G 7C 19A G 20B 19D G 14A 19C G 16B 11A G 20D 3C G 4A,4A 4D 9C 9A 9B 14D 19C 19A 19B 20B 16B 16A
Monte Carlo Tree Search,Deep Beeline,One,Normal,259,1024280,25,7B 18C G 18B 19B G 9D 2B G 3B 12B G 8A 2D G 8D 12D G 4C 17B G 3C 19D G 7C 8D G 18B 13B G 14B 1B G 16A 19B G 6C 9A G 3A 6A G 10D 8A G 5D 12A G 17D 8B G 12C 4D G 7B+ 11C G 15B 13A G 7A 7C G 18C 16D G 18A 12C G 15B 7A+ G 4D 18A G 12C 4D+ G 16C 6D G 11A 15A G 6A+ 12C G 7C 9B G 19B 5D G 6D 4A G 13C 9A G 9A 1D G 15A+ 12C G 12C 4C+ G 3D 5D G 9A 7D G 19A 5D G 10C 6B G 10A 5D G 10C 12D+ G 6A+ 9A G 7C 1A G 20A 5D G 5D 20B G 4A+ 9A G 9A 14D G 5D 10B G 9A 5B G 9A 5C G 5A 13A+ G 5C 10C G 5A 19B G 2A 5A G 10C 10A+ G 8C 5A G 5A 19C G 18D 5A G 10C 12D+ G 5D+ 5A G 5A 15C G 19B 2A G 20D 6D G 15D 2D G 7C 18A G 11C 11B G 20C 13A+ G 4A+ 7C G 11B 8C G 16B 4B G 7C 13B G 15A+ 20C G 7C 18D+ G 3D 20C G 7C 16B G 14C 4B G 7C 13C+ G 13D 16A G 7C 19D+ G 11C 11B G 16A 12C G 13D 7C G 16A 3D G 17A 7C G 7C 17C G 20C,6A 6B 15C 15A 15D 20C 19D 19A 19C 18D 13C 13A
Monte Carlo Tree Search,Barricade,One,Normal,289,993518,75,19D 14C G 19A 14D G 3C 3A G 8D 5D G 1A 1B G 1C 10C G 20A 1D G 10A 18B G 18D 3C G 10A 13D G 11A 14B G 10A 13C G 8C 14B G 4C 18B+ G 15A 10A G 14B 14C G 2D 2A G 1C 6C G 4C 10A G 9D 15C G 20A+ 10A G 5A 18A G 18A+ 9D G 10A 18C G 4A 9D G 15B 16A G 16C 10A G 9D 5D+ G 15B 9A G 19C 6B G 14A 7A G 8D 6B+ G 9D 14B G 2A 12B G 18B+ 10A G 20D 6C+ G 3B 5A G 10A 6D G 15D 20D G 10A 2C G 6D+ 20D G 20D 9B G 8C+ 10B G 10B 13D+ G 1D 20D G 10B 14B G 11B 10B G 5C 18B+ G 4B 17B G 17B 4B+ G 1A 10B G 10B 17C G 6C+ 5C G 17B 19B G 16D 11C G 11D 19D G 1C 5C G 19A 4C+ G 20D 20B G 10A 11B+ G 6D+ 10D G 5C 19D+ G 1D+ 12C G 10B 8B G 20A+ 20B G 10B 12D G 19A 2D G 11C 7C G 1D+ 8D+ G 17B 1A+ G 14D+ 20B G 2A+ 4B+ G 6C+ 16B G 17B 8C+ G 6D+ 20B G 2C 1B G 11A+ 10A G 13B 12B+ G 5D+ 3A G 3A+ 4C+ G 19D+ 3D G 10A 18C+ G 5D+ 2B G 5B 12C G 14C+ 7D G 3C+ 3D G 18C+ 3B G 10B 9B+ G 7A 7C G 5C 11A+ G 9C 17D G 11D 18B+ G 4C+ 16B G 11D 15C+ G 13A 2C+ G 20C 13A+ G 12A,8C 12B 12A 12D 17C 16D 16A 16C 20D 15C 15A 15D
